Authors,Title,Citation,DOIorPMID,Publisher,Year,Country (primary),Institution,All entries I found myself,Problem Type,Cluster,Cat1,Cat2,Cat3,FINDINGS,Reported to journal and or institute,Reported on Pubpeer,"Reported to Pubpeer, journal and or institute",PubPeer  post date,PubPeer Identity,PubPeer url,Email to Editor,RT,Expression of concern,CR,Correction or Retraction Date,Survival,mBio Set 782
"Robert P. Ryan, Jean Lucey, Karen O’Donovan, Yvonne McCarthy, Liang Yang, Tim Tolker-Nielsen, J. Maxwell Dow",HD-GYP domain proteins regulate biofilm formation and virulence in Pseudomonas aeruginosa,"Environmental Microbiology (2009) 11(5), 1126–1136",10.1111/j.1462-2920.2008.01842.x,Wiley,2009,Ireland,"BIOMERIT Research Centre, Department of Microbiology, BioSciences Institute, National University of Ireland, Cork",1,ImageDupl,"Robert P Ryan cluster but I only reported this paper while he was at Cork, later at Dundee",,1,,"Duplicated pic of agar plate, but different exposure.",1,0,1,AlreadyPosted,AlreadyPosted,https://pubpeer.com/publications/2F0BD893213707D1E1A9C30E1283B,10/4/2015,,,1,2/23/2016,142,1
"Dario Bonardi, Nadia Papini, Mario Pasini, Loredana Dileo, Flavia Orizio, Eugenio Monti, Luigi Caimi, Bruno Venerando, Roberto Bresciani!",Sialidase NEU3 Dynamically Associates to Different Membrane Domains Specifically Modifying Their Ganglioside Pattern and Triggering Akt Phosphorylation!,"PLOS ONE, June 2014 | Volume 9 | Issue 6 | e99405!",10.1371/journal.pone.0099405,PLOS,2014,Italy,"Molecular, and Translational Medicine, University of Brescia, Brescia",1,ImageDupl,Roberto Bresciani cluster,,1,,Shifted western blots,1,1,1,6/15/2014,Peer 1,https://pubpeer.com/publications/EB64A3F69BAC7DCAF717A51371980F,6/15/2014,,,,,-41805,1
"Elizabeth Ngoc Hoa Tran, Matthew Thomas Doyle, Renato Morona",LPS Unmasking of Shigella flexneri Reveals Preferential Localisation of Tagged Outer Membrane Protease IcsP to Septa and New Poles,"PLOS ONE, July 2013 | Volume 8 | Issue 7 | e70508, doi:10.1371/journal.pone.0070508",10.1371/journal.pone.0070508,PLOS,2013,Australia,"University of Adelaide,",1,ImageDupl,Ronato Morona,,,1,"duplicated lanes within same blot, or in different blots, duplicated microscopy panel",1,1,1,8/1/2014,Peer 1,https://pubpeer.com/publications/CA877F7BC219064810A8ED8925EF4B,8/1/2014,,,1,10/16/2014,76,1
"Steffen Zender, Irina Nickeleit, Torsten Wuestefeld, Inga So ̈rensen, Daniel Dauch, Przemyslaw Bozko, Mona El-Khatib, Robert Geffers, Hueseyin Bektas, Michael P. Manns, Achim Gossler, Ludwig Wilkens, Ruben Plentz, Lars Zender, Nisar P. Malek",A Critical Role for Notch Signaling in the Formation of Cholangiocellular Carcinomas,"Cancer Cell 23, 784–795, June 10, 2013 ",10.1016/j.ccr.2013.04.019,Elsevier/ScienceDirect (10.1016),2013,Germany,"Department of Internal Medicine I, Eberhard Karls University Tu ̈bingen",1,ImageDupl,Ruben Plentz / Tuebingen cluster,1,,,"Duplicated blots, multiple cases",1,1,1,12/24/2018,Lotus Azoricus,https://pubpeer.com/publications/820E7F4A6C095395A71EC5280536C6,7/10/2015,,,1,8/8/2016,395,1
"Annika Wutka, Vindhya Palagani, Samarpita Barat, Xi Chen, Mona El Khatib, Julian Götze, Hanane Belahmer, Steffen Zender, Przemyslaw Bozko, Nisar P. Malek, Ruben R. Plentz",Capsaicin Treatment Attenuates Cholangiocarcinoma Carcinogenesis,"PLOS One, April 2014 | Volume 9 | Issue 4 | e95605",10.1371/journal.pone.0095605,PLOS,2014,Germany,Tuebingen,1,ImageDupl,Ruben Plentz / Tuebingen cluster,1,,,Duplicated microscopy panels,1,1,1,12/24/2018,Lotus Azoricus,https://pubpeer.com/publications/4016E3CAE4778387CD505C3B07BC32,4/26/2014,,,1,9/20/2016,878,1
"Hong Jiang, Eric Schiffer, Zhangfa Song, Jianwei Wang, Petra Zurbig, Kathrin Thedieck, Suzette Moes, Heike Bantel, Nadja Saal, Justyna Jantos, Meiken Brecht, Paul Jeno, Michael N. Hall, Klaus Hager, Michael P. Manns, Hartmut Hecker, Arnold Ganser, Konstanze Dohner, Andrzej Bartke, Christoph Meissner, Harald Mischak, Zhenyu Ju, K. Lenhard Rudolph",Proteins induced by telomere dysfunction and DNA damage represent biomarkers of human aging and disease,"PNAS 􏰎 August 12, 2008 􏰎 vol. 105 􏰎 no. 32 􏰎 11299–11304",10.1073/pnas.0801457105,PNAS,2008,Germany,"Institute of Molecular Medicine and Max Planck Research Group on Stem Cell Aging and Department of Internal Medicine III, University of Ulm",1,ImageDupl,Ruben Plentz / Tuebingen cluster (overlap),,,1,,1,1,1,11/22/2020,Elisabeth Bik,https://pubpeer.com/publications/3DD1F64BC7808E9120AAFC138D6927,2/9/2016,,,1,4/10/2018,791,1
"Ruchi Saxena, Vishal Chandra, Murli Manohar, Kanchan Hajela, Utsab Debnath, Yenamandra S. Prabhakar, Karan Singh Saini, Rituraj Konwar, Sandeep Kumar, Kaling Megu, Bal Gangadhar Roy, Anila Dwivedi",Chemotherapeutic Potential of 2-[Piperidinoethoxyphenyl]- 3-Phenyl-2H-Benzo(b)pyran in Estrogen Receptor- Negative Breast Cancer Cells: Action via Prevention of EGFR Activation and Combined Inhibition of PI-3-K/Akt/FOXO and MEK/Erk/ AP-1 Pathways,"PLOS ONE, June 2013 | Volume 8 | Issue 6 | e66246",10.1371/journal.pone.0066246,PLOS,2013,India,"CSIR-Central Drug Research Institute, Lucknow - Endocrinology",1,ImageDupl,Ruchi Saxena with Anila Dwivedi Lucknow cluster,,1,,"duplicated blots, flipped blots, overlapping microscopy",1,1,1,6/1/2019,Elisabeth Bik,https://pubpeer.com/publications/46CB6D7E12407AC1EE01447F6D8CB6,10/7/2015,1,,,3/27/2020,1633,1
"Rumiana Bakalova, Hideki Ohba, Zhivko Zhelev Takanori Kubo, Masayuki Fujii, Mitsuru Ishikawa Yasuo Shinohara, Yoshinobu Baba","Atypical protein-kinase Cf, but neither conventional Ca2+-dependent protein-kinase C isoenzymes nor Ca2+-calmodulin, participates in regulation of telomerase activity in Burkitt’s lymphoma cells",Cancer Chemother Pharmacol (2004) 54: 161–172,10.1007/s00280-004-0789-y,Springer,2004,Japan,"National Institute for Advanced Industrial Science and Technology, Kagawa-ken, Takamatsu",1,ImageDupl,Rumiana Bakalova and Yoshinobu Baba cluster,,,1,Duplicated lanes and parts of lanes,1,1,1,1/26/2021,Elisabeth Bik,https://pubpeer.com/publications/DC889509607A9618D716C71201EAE6,6/28/2015,,,,,-42183,1
"Ryan M. Raver, Amanda R. Panfil, Stacy R. Hagemeier, Shannon C. Kenney",The B-Cell-Specific Transcription Factor and Master Regulator Pax5 Promotes Epstein-Barr Virus Latency by Negatively Regulating the Viral Immediate Early Protein BZLF1,"Journal of Virology, July 2013 Volume 87 Number 14, p. 8053–8063",10.1128/JVI.00546-13,ASM,2013,USA,"University of Wisconsin School of Medicine, and Public Health, Madison, Wisconsin,",1,ImageDupl,Ryan Raver Wisconsin cluster not sure what other paper I found,,,1,"duplicated bands in blots, and gels, multiple cases",1,1,1,7/28/2022,Elisabeth Bik,https://pubpeer.com/publications/306CDEEA87F873D23EA249C2E7A22E,12/31/2014,,,,,-42004,1
"Vira Bitko, Anja Oldenburg, Nicolle E Garmon, Sailen Barik","Profilin is required for viral morphogenesis, syncytium formation and cell-specific stress fiber induction by respiratory syncytial virus ","BMC Microbiology 2003, 3:9",10.1186/1471-2180-3-9,Springer/ BioMedCentral,2003,USA,"University of South Alabama, Mobile, Alabama",1,ImageDupl,Sailen Barik Cleveland Alabama cluster,,,1,"Duplicated blot strips, and mirrored/stretched",1,1,1,11/29/2020,Elisabeth Bik,https://pubpeer.com/publications/9B4197B16AD5B0A8D480BFCB522A70,7/29/2015,,,,,-42214,1
"Sonya Urnowey, Toshihiro Ansai, Vira Bitko, Koji Nakayama, Tadamichi Takehara, Sailen Barik","Temporal activation of anti- and pro-apoptotic factors in human gingival fibroblasts infected with the periodontal pathogen, Porphyromonas gingivalis: potential role of bacterial proteases in host signalling","BMC Microbiology 2006, 6:26",10.1186/1471-2180-6-26,Springer/ BioMedCentral,2006,USA,"University of South Alabama, Mobile, Alabama",1,ImageDupl,Sailen Barik Cleveland Alabama cluster,,,1,"Same lab as Vira Bitko - duplicated lanes within panels, multiple cases",1,1,1,11/29/2020,"Elisabeth Bik, secondary",https://pubpeer.com/publications/6F51D75DB338F87AEE779903CF3834,7/29/2015,1,,,10/17/2019,1541,1
"S. Jeyaseelan, S.L. Hsuan, M.S. Kannan, B. Walcheck, J.F. Wang, M.E. Kehrli, E.T. Lally, G.C. Sieck, S.K. Maheswaran",Lymphocyte Function-Associated Antigen 1 Is a Receptor for Pasteurella haemolytica Leukotoxin in Bovine Leukocytes,"Infection, and Immunity, Jan. 2000, p. 72–79 Vol. 68, No. 1",10.1128/IAI.68.1.72-79.2000,ASM,2000,USA,"Department of Veterinary PathoBiology, College of Veterinary Medicine, University of Minnesota, St. Paul, Minnesota",1,ImageDupl,Samithamby Jeyaseelan at Louisiana State University,,1,,Multiple cases of shifted or duplicated blot panels,1,1,1,12/9/2017,Hedeoma Pulegioides,https://pubpeer.com/publications/7C2F7B1B7C9F0BB8897D9BF1A1AB40,4/12/2015,,,,,-42106,1
"S. Jeyaseelan, M.S. Kannan, R.E. Briggs, P. Thumbikat, S.K. Maheswaran","Mannheimia haemolytica Leukotoxin Activates a Nonreceptor Tyrosine Kinase Signaling Cascade in Bovine Leukocytes, Which Induces Biological Effects","Infection, and Immunity, Oct. 2001, p. 6131–6139 Vol. 69, No. 10",10.1128/IAI.69.10.6131–6139.2001,ASM,2001,USA,"Department of Veterinary PathoBiology, College of Veterinary Medicine, University of Minnesota, St. Paul, Minnesota",1,ImageDupl,Samithamby Jeyaseelan at Louisiana State University,,,1,Multiple cases of shifted or duplicated blot panels,1,1,1,12/9/2017,Hedeoma Pulegioides,https://pubpeer.com/publications/657E973F27B17218A4BDF44E569C83,4/12/2015,,,,,-42106,1
"Samithamby Jeyaseelan, Hong Wei Chu, Scott K. Young, Mason W. Freeman, G. Scott Worthen",Distinct Roles of Pattern Recognition Receptors CD14 and Toll-Like Receptor 4 in Acute Lung Injury,"Infection, and Immunity, Mar. 2005, p. 1754–1763 Vol. 73, No. 3",10.1128/IAI.73.3.1754–1763.2005,ASM,2005,USA,"Division of Respiratory Infections, Department of Medicine, National Jewish Medical, and Research Center, University of Colorado, Denver, CO",1,ImageDupl,Samithamby Jeyaseelan at Louisiana State University,,1,,Overlapping microscopy panels,1,1,1,12/9/2017,Hedeoma Pulegioides,https://pubpeer.com/publications/4B1F2A30D2C5C5918E63FE56B128D5,4/12/2015,,,1,4/21/2022,2566,1
"Balamayooran Theivanthiran, Sanjay Batra, Gayathriy Balamayooran, Shanshan Cai, Koichi Kobayashi, Richard A. Flavell, Samithamby Jeyaseelan",NOD2 Signaling Contributes to Host Defense in the Lungs against Escherichia coli Infection,"Infect. Immun. 2012, 80(7):2558",10.1128/IAI.06230-11,ASM,2012,USA,Harvard Medical School,1,ImageDupl,Samithamby Jeyaseelan at Louisiana State University,,1,,"duplicated, shifted blot panels",1,1,1,12/9/2017,Hedeoma Pulegioides,https://pubpeer.com/publications/EA8EA0D0D465CA37A2428E66C810D5,10/30/2014,1,,,5/1/2015,183,1
"Shidong Jia, Zhenning Liu, Sen Zhang, Pixu Liu, Lei Zhang, Sang Hyun Lee, Jing Zhang, Sabina Signoretti, Massimo Loda, Thomas M. Roberts, & Jean J. Zhao","Essential roles of PI(3)K–p110b in cell growth, metabolism and tumorigenesis","Nature, Vol 454, 7 August 2008, page 776",10.1038/nature07091,Nature,2008,USA,"Department of Cancer Biology, and Department of Medical Oncology, Dana-Farber Cancer Institute, Boston, Massachusetts",1,ImageDupl,Sang Hyun Lee,,1,,Overlapping microscopy images,1,1,1,7/1/2019,Elisabeth Bik,https://pubpeer.com/publications/69E5306A2C9FD9D0DB6DB223CC930C,5/3/2015,,,1,5/12/2016,375,1
"Sanghamitra Bandyopadhyay, Catherine Cahill, Amelie Balleidier, Conan Huang, Debomoy K. Lahiri, Xudong Huang, Jack T. Rogers",Novel 5′ Untranslated Region Directed Blockers of Iron-Regulatory Protein-1 Dependent Amyloid Precursor Protein Translation: Implications for Down Syndrome and Alzheimer's Disease,"PLOS ONE, July 2013 | Volume 8 | Issue 7 | e65978",10.1371/journal.pone.0065978,PLOS,2013,USA,"Massachusetts General Hospital, and Harvard Medical School, Charlestown,",1,ImageDupl,Sanghamitra Bandyopadhyay Massachusetts cluster,1,,,duplicated blot panels,1,0,1,AlreadyPosted,AlreadyPosted,https://pubpeer.com/publications/7C66C21B5DF4807D7269F7ABC14003,10/7/2015,,,,,-42284,1
"Vasantha Kumar Bhaskara, Indra Mohanam, Meena Gujrati, Sanjeeva Mohanam",Intermittent Hypoxia Effect on Osteoclastogenesis Stimulated by Neuroblastoma Cells,"PLOS ONE, August 2014 | Volume 9 | Issue 8 | e105555",10.1371/journal.pone.0105555,PLOS,2014,USA,"Department of Cancer Biology and pharmacology, University of Illinois College of Medicine at Peoria",1,ImageDupl,Sanjeeva Mohanam - Jasti S Rao split off Univ Illinois at Peoria,,1,,"Overlapping microscopy panels, multiple cases",1,1,1,10/12/2019,"Lotus Azoricus, secondary",https://pubpeer.com/publications/737A595724F51DD856C620EC947E96,10/7/2015,1,,,6/5/2018,972,1
"Aramati B.M. Reddy, Satish K. Srivastava, Kota V. Ramana",Anti-inflammatory effect of aldose reductase inhibition in murine polymicrobial sepsis,Cytokine 48 (2009) 170–176,10.1016/j.cyto.2009.07.004,Elsevier/ScienceDirect (10.1016),2009,USA,"Biochemistry, and Molecular Biology, University of Texas Medical Branch, Galveston",1,ImageDupl,Satish Srivastava (died 2019)  Ashok Chopra Kota Ramana CLUSTER,,,1,"Duplicated/mirrored bands, manipulated",1,1,1,11/16/2015,Peer 1,https://pubpeer.com/publications/556DC5719A7B91A5284B128AC25584,10/4/2015,,,,,-42281,1
"Bijay K. Khajanchi, Amin A. Fadl, Mark A. Borchardt, Richard L. Berg, Amy J. Horneman, Mary E. Stemper, Sam W. Joseph, Nelson P. Moyer, Jian Sha, Ashok K. Chopra",Distribution of Virulence Factors and Molecular Fingerprinting of Aeromonas Species Isolates from Water and Clinical Samples: Suggestive Evidence of Water-to-Human Transmission,"Appl. Environ. Microbiol. 2011, 77(2):407",10.1128/AEM.02535-09,ASM,2010,USA,"Department of Microbiology and Immunology, University of Texas Medical Branch, Galveston, Texas",1,ImageDupl,Satish Srivastava (died 2019)  Ashok Chopra Kota Ramana CLUSTER,1,,,Duplicated lanes,1,1,1,11/17/2020,Elisabeth Bik,https://pubpeer.com/publications/41CB1DE281262CB7495D4FE8FFC3FF,7/1/2015,,,,,-42186,1
"Sawsan I. Kreydiyyeh, Christina Abou-Chahine, Randa Hilal-Dandan ",Interleukin-1 b inhibits NaC-KCATPase activity and protein expression in cardiac myocytes,Cytokine 26 (2004) 1-8,10.1016/j.cyto.2003.11.014,Elsevier/ScienceDirect (10.1016),2004,Lebanon,"Faculty of Arts, & Sciences, American University of Beirut, Beirut",1,ImageDupl,Sawsan Kreydiyyeh / Beirut cluster,1,,,Duplicated blot,1,1,1,3/22/2015,Peer 1,https://pubpeer.com/publications/717292AF6FABF10700F2876D4D5EA8,10/4/2015,,,,,-42281,1
"Sarine Markossian, Sawsan Ibrahim Kreydiyyeh",TNF-a down-regulates the NaCeKC ATPase and the Na+-K+-2Cl- cotransporter in the rat colon via PGE2,Cytokine 30 (2005) 319-327,10.1016/j.cyto.2004.11.009,Elsevier/ScienceDirect (10.1016),2005,Lebanon,"Department of Biology, Faculty of Arts, and Sciences, American University of Beirut",1,ImageDupl,Sawsan Kreydiyyeh / Beirut cluster,,,1,"Duplicated bands within blot strips, multiple cases",1,1,1,3/22/2015,Peer 1,https://pubpeer.com/publications/583769F40509346A6B5ADC7751041A,10/4/2015,,,,,-42281,1
"Sawsan Ibrahim Kreydiyyeh, Sarine Markossian ",Tumor necrosis factor alpha down-regulates the Na+-K+ ATPase and the Na+-K+2Cl- cotransporter in the kidney cortex and medulla,Cytokine 33 (2006) 138e144,10.1016/j.cyto.2005.12.007,Elsevier/ScienceDirect (10.1016),2006,Lebanon,"Department of Biology, Faculty of Arts, and Sciences, American University of Beirut",1,ImageDupl,Sawsan Kreydiyyeh / Beirut cluster,1,,,Multiple cases of duplicated blots,1,1,1,3/22/2015,Peer 1,https://pubpeer.com/publications/6DF910E3A3E7CBF0AB7B5EE4EADEB4,10/4/2015,,,,,-42281,1
"Ari Kassardjian, Zeina Dakroub, Ola El Zein, Sawsan Ibrahim Kreydiyyeh",Signaling pathway underlying the up-regulatory effect of TNF-a on the Na+/K+ ATPase in HepG2 cells,Cytokine 49 (2010) 312–318,10.1016/j.cyto.2009.11.020,Elsevier/ScienceDirect (10.1016),2010,Lebanon,"Department of Biology, Faculty of Arts, & Sciences, American University of Beirut",1,ImageDupl,Sawsan Kreydiyyeh / Beirut cluster,,,1,"Duplicated yet altered blots, multiple cases",1,1,1,3/22/2015,Peer 1,https://pubpeer.com/publications/A25E8021391B719F6C778867A4AE38,10/4/2015,,,,,-42281,1
"Jeetendra Kumar Nag, Nidhi Shrivastava, Dhanvantri Chahar, Chhedi Lal Gupta, Preeti Bajpai, Shailja Misra-Bhattacharya",Wolbachia Transcription Elongation Factor ‘‘Wol GreA’’ Interacts with a2bb9s Subunits of RNA Polymerase through Its Dimeric C-Terminal Domain,PLOS Neglected Tropical Disease - June 2014 | Volume 8 | Issue 6 | e2930,10.1371/journal.pntd.0002930,PLOS,2014,India,"Division of Parasitology, CSIR-Central Drug Research Institute, Lucknow",1,ImageDupl,Shailja Misra-Bhattacharya,0,,1,"duplicated blot panels, multiple cases, patches",1,1,1,7/4/2014,Peer 1,https://pubpeer.com/publications/5926FCDC58F68E2389395F8B6AB552,7/13/2014,1,,,8/8/2022,2948,1
"Xiuzi Tianpei, Yingguo Zhu, Shaoqing Li",Optimized Scorpion Polypeptide LMX: A Pest Control Protein Effective against Rice Leaf Folder,"PLOS ONE, June 2014 | Volume 9 | Issue 6 | e100232",10.1371/journal.pone.0100232,PLOS,2014,China,"State Key Laboratory of Hybrid Rice, Wuhan University",1,ImageDupl,Shaoqing Li / Yingguo Zhu / Wuhan Rice cluster plants,,1,,"Multiple cases of stretched, and duplicated images of plants, and caterpillers",1,1,1,6/26/2014,Peer 1,https://pubpeer.com/publications/F21516191CBC4F7E0854F238ADA4E5,6/26/2014,,,,,-41816,1
"Sharmila Shankar, Imtiaz Siddiqui, Rakesh K. Srivastava","Molecular mechanisms of resveratrol (3,4,5-trihydroxy-trans- stilbene) and its interaction with TNF-related apoptosis inducing ligand (TRAIL) in androgen-insensitive prostate cancer cells",Mol Cell Biochem (2007) 304:273–285,10.1007/s11010-007-9510-x,Springer,2007,USA,"Department of Biochemistry, The University of Texas Health Science Center at Tyler",1,ImageDupl,Sharmila Shankar University of Texas cluster,,1,,Mirrored microscopy images,1,1,1,11/9/2015,Peer 1,https://pubpeer.com/publications/093BE76C93E5D59ADDFBB0FF0044CD,10/4/2015,,,,,-42281,1
"Jiawei Liu, Wen Li, Siwen Wang, Yidan Wu, Zilun Li, Wenjian Wang, Ruiming Liu, Jingsong Ou, Chunxiang Zhang, Shenming Wang",MiR-142-3p Attenuates the Migration of CD4+ T Cells through Regulating Actin Cytoskeleton via RAC1 and ROCK2 in Arteriosclerosis Obliterans,"PLOS One, April 2014 | Volume 9 | Issue 4 | e95514",10.1371/journal.pone.0095514,PLOS,2014,China,"Department of Vascular Surgery, the First Affiliated Hospital, Sun Yat-sen University, Guangzhou, Guangdong",1,ImageDupl,Shenming Wang / Junhang Luo /  Sun Yat-Sen University cluster,,1,,Rotated microscopy images,1,1,1,3/4/2020,Elisabeth Bik,https://pubpeer.com/publications/BEED480C7F0CC13488052153851D98,4/18/2014,,,,,-41747,1
"Hong-Tao Sun, Shi-Xiang Cheng, Yue Tu, Xiao-Hong Li, Sai Zhang ",FoxQ1 Promotes Glioma Cells Proliferation and Migration by Regulating NRXN3 Expression,"PLOS ONE, January 2013 | Volume 8 | Issue 1 | e55693, doi:10.1371/journal.pone.0055693",10.1371/journal.pone.0055693,PLOS,2013,China,"Traumatic Brain Injury, Armed Police Forces, Tianjin",1,ImageDupl,Shi-Xiang Cheng Zhong Wei Xu Sai Zhang cluster,,1,,multiple shifted microscopy images,1,1,1,12/20/2018,Lotus Azoricus,https://pubpeer.com/publications/C800DA33AB908EF7601CDE27C0BE09,7/11/2014,,,,,-41831,1
"Shi-Xiang Cheng, Yue Tu, Sai Zhang",FoxM1 Promotes Glioma Cells Progression by Up- Regulating Anxa1 Expression,"PLOS ONE, August 2013 | Volume 8 | Issue 8 | e72376, doi:10.1371/ journal.pone.0072376 ",10.1371/journal.pone.0072376,PLOS,2013,China,Armed Police Forces,1,ImageDupl,Shi-Xiang Cheng Zhong Wei Xu Sai Zhang cluster,,,1,"multiple overlapping microscopy images, sometimes flipped, possible image manipulation",1,1,1,12/20/2018,Lotus Azoricus,https://pubpeer.com/publications/54FF5AAA6F5C56D8A90147EB861981,7/11/2014,,,,,-41831,1
"Nobuo Okahashi, Atsuo Sakurai, Ichiro Nakagawa, Taku Fujiwara, Shigetada Kawabata, Atsuo Amano, Shigeyuki Hamada",Infection by Streptococcus pyogenes Induces the Receptor Activator of NF-􏰐B Ligand Expression in Mouse Osteoblastic Cells,"Infect. Immun. Feb. 2003, p. 948–955 Vol. 71, No. 2",10.1128/IAI.71.2.948-955.2003,ASM,2003,Japan,Osaka University Graduate School of Dentistry,1,ImageDupl,Shigetada Kawabata / Osaka cluster,1,,,"duplicated blots, two sets",1,1,1,12/30/2021,Elisabeth Bik,https://pubpeer.com/publications/C7922872168A76F0D3D32210032D27,3/8/2015,,,,,-42071,1
"Jionghua Huang, Wen Sun, He Huang, Jing Ye, Wei Pan, Yun Zhong, Chuanfang Cheng, Xiangyu You, Benrong Liu, Longgen Xiong, Shiming Liu",miR-34a Modulates Angiotensin II-Induced Myocardial Hypertrophy by Direct Inhibition of ATG9A Expression and Autophagic Activity,"PLOS ONE, April 2014 | Volume 9 | Issue 4 | e94382",10.1371/journal.pone.0094382,PLOS,2014,China,Second Affiliated Hospital of Guangzhou Medical University,1,ImageDupl,Shiming Liu / Guangzhou cluster,,1,,Overlapping western blot panels (shifted),1,1,1,12/26/2020,Elisabeth Bik,https://pubpeer.com/publications/81E7CB0764101E29C8CBCDC0E122FF,10/7/2015,,,,,-42284,1
"Ning-xia Sun, Chen Ye, Qian Zhao, Qing Zhang, Chen Xu, Shao-bing Wang, Zhi-jun Jin, Shu-han Sun, Fang Wang, Wen Li",Long Noncoding RNA-EBIC Promotes Tumor Cell Invasion by Binding to EZH2 and Repressing E-Cadherin in Cervical Cancer,PLoS One. 2014 Jul 9;9(7):e100340,10.1371/journal.pone.0100340,PLOS,2014,China,"Obstetrics, and Gynaecology, Shanghai Changzheng Hospital, Second Military Medical University, Shanghai, ",1,ImageDupl,Shu-han Sun at Shanghai,,1,,"Duplicated gel images, multiple cases, differently compressed",1,1,1,7/13/2014,Peer 1,https://pubpeer.com/publications/436D1D231A42229842C66AF2A21B81,7/13/2014,,,,,-41833,1
"Shuang Zhou, Yang Yang, Yaoqin Yang, Huihong Tao, Dong Li, Junli Zhang, Gening Jiang, Jianmin Fang",Combination Therapy of VEGF-Trap and Gemcitabine Results in Improved Anti-Tumor Efficacy in a Mouse Lung Cancer Model,"PLOS ONE, July 2013 | Volume 8 | Issue 7 | e68589",10.1371/journal.pone.0068589,PLOS,2013,China,"Histology, and Embryology, Tongji University School of Medicine, Shanghai,",1,ImageDupl,Shuang Zhou / Tongji cluster,,1,,duplicated/shifted mice?,1,1,1,12/26/2020,Elisabeth Bik,https://pubpeer.com/publications/2AF07D59D7D54485960CC06C67A1B6,10/7/2015,,,,,-42284,1
"Sweety Samal, Sunil K. Khattar, Anandan Paldurai, Senthilkumar Palaniyandi, Xiaoping Zhu, Peter L. Collins, Siba K. Samal",Mutations in the Cytoplasmic Domain of the Newcastle Disease Virus Fusion Protein Confer Hyperfusogenic Phenotypes Modulating Viral Replication and Pathogenicit,"Journal of Virology, September 2013 Volume 87 Number 18, p. 10083–10093",10.1128/JVI.01446-13,ASM,2013,USA,"Virginia-Maryland Regional College of Veterinary Medicine, University of Maryland",1,ImageDupl,Siba K Samal at University of Maryland,1,,,duplicated microscopy panels,1,1,1,11/10/2015,Peer 1,https://pubpeer.com/publications/A46D58F6E73139CF74FAE5E9899BD6,12/31/2014,,,1,2/28/2020,1885,1
"Niyas Kudukkil Pulloor, Sajith Nair, Aleksandar D. Kostic, Pradeep Bist, Jeremy D. Weaver, Andrew M. Riley, Richa Tyagi, Pradeep D. Uchil, John D. York, Solomon H. Snyder, Adolfo Garcı ́a-Sastre, Barry V. L. Potter, Rongtuan Lin, Stephen B. Shears, Ramnik J. Xavier, Manoj N. Krishnan",Human Genome-Wide RNAi Screen Identifies an Essential Role for Inositol Pyrophosphates in Type-I Interferon Response,"PLOS Pathogens, February 2014 | Volume 10 | Issue 2 | e1003981",10.1371/journal.ppat.1003981,PLOS,2014,Singapore,"DUKE-NUS Graduate Medical School, Singapore,",1,ImageDupl,Solomon H. Snyder from Johns Hopkins,,1,,"Duplicated, and shifted western blot panels",1,1,1,6/16/2020,Elisabeth Bik,https://pubpeer.com/publications/F770E1F7F4BA9B831434D829828F1C,3/29/2014,,,1,10/23/2014,208,1
"Sou-Ichi Makino, Toru Tobe, Hiroshi Asakura, Masahisa Watarai, Testuya Ikeda, Koichi Takeshi, Chihiro Sasakawa",Distribution of the Secondary Type III Secretion System Locus Found in Enterohemorrhagic Escherichia coli O157:H7 Isolates among Shiga Toxin-Producing E. coli Strains,"J. Clin. Microbiol. 2003, 41(6):2341",10.1128/JCM.41.6.2341-2347.2003,ASM,2003,Japan,"Obihiro University of Agriculture, and Veterinary Medicine",1,ImageDupl,Sou-ichi Makino / Chihiro Sasakawa / Naoki Mori / Obihuro cluster,,,1,"repetitive bands, and background in gel panel",1,1,1,12/30/2021,Elisabeth Bik,https://pubpeer.com/publications/8AF0E15315C3DF6C495C0F35A5BD7A,12/26/2014,,,,,-41999,1
"Olajumoke Omolara Ojo, Smrati Bhadauria, Srikanta Kumar Rath",Dose-Dependent Adverse Effects of Salinomycin on Male Reproductive Organs and Fertility in Mice,"PLOS ONE, July 2013 | Volume 8 | Issue 7 | e69086",10.1371/journal.pone.0069086,PLOS,2013,India,"CSIR-Central Drug Research Institute, Lucknow,",1,ImageDupl,Srikanta Kumar Rath CSIR Lucknow cluster,,1,,"duplicated, and overlapping microscopy images",1,0,1,AlreadyPosted,AlreadyPosted,https://pubpeer.com/publications/768DE8EAD1540C7666645703BAE278,10/7/2015,,,1,12/19/2019,1534,1
"Stefania Lenna, Izabela Chrobak, G. Alessandra Farina, Fernando Rodriguez-Pascual, Santiago Lamas, Robert Lafyatis, Raffaella Scorza, Maria Trojanowska",HLA-B35 and dsRNA Induce Endothelin-1 via Activation of ATF4 in Human Microvascular Endothelial Cells,"PLOS ONE, February 2013 | Volume 8 | Issue 2 | e56123",10.1371/journal.pone.0056123,PLOS,2013,USA,Boston University School of Medicine,1,ImageDupl,Stefania Lenna / Boston cluster,,1,,shifted blot panels (multiple cases),1,1,1,6/18/2020,Elisabeth Bik,https://pubpeer.com/publications/2D9ABE532C265BA30E1B2D0532BB4F,10/7/2015,1,,,10/22/2020,1842,1
